"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AJ1","AK1","AL1","AM1","AN1","AT1","AT2","AT3","AT4","AT5","AT6","AU1","AU2","AU3","AW1","AW2","AW3","AW4","AX1","AX2","AX3","AX4","ED1","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GE1","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72503014732","2023-01-01T04:59:00","6","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","SOM  ","KLGA ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,"01118,9,A","00290,9,0607,9999,9999,U","09,U,09,U,04,U,00,U","005,0056,9,230446,5","010,0079,9,230449,5","015,0097,9,230456,5","020,0122,9,230459,5","030,0135,9,230504,5","045,0157,9,230504,5","060,0175,9,230520,5","080,0190,9,230520,5","100,0198,9,230527,5","120,0201,9,230545,5","150,0201,9,230545,5","180,0211,9,230527,5",,"0000,2,129999,I",,"0008,9,1212,9999,9999,I","024,0010,9,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"744,N,+0044,5","744,M,+0700,5","744,A,+0372,5","N,9,-0138,249999,5","M,9,+0155,300699,5","744,H,0808,5","744,C,0000,5","03,U,00,U,12,U,00,U",,,,,,,"10193,U,10203,U","10345,021051,U,09827,231251,U",,,,,,,,,,,,,"SOM797PCP MTOT:4.40 PCP GT 24HRS:1.14 DATE(S):6-7 DAYS W/PCP >=.01:7  DAYS W/PCP >=.10:7  DAYS W/ PCP >=.50:3 DAYS W/PCP >=1.00:0 MSDP AMTS W/DATE-TIME TAGS:MIN:5 0.22  23/0446 MIN:10 0.31  23/0449 MIN:15 0.38  23/0456 MIN:20 0.48  23/0459 MIN:30 0.53  23/0504 MIN:45 0.62  23/0504 MIN:60 0.69  23/0520 MIN:80 0.75  23/0520 MIN:100 0.78  23/0527 MIN:120 0.79  23/0545 MIN:150 0.79  23/0545 MIN:180 0.83  23/0527 AVG DLY MIN:32.8  AVG DLY MAX:44.6  AVG MLY TMP:38.7  MIN TMP:7  DATE(S):24 MAX TMP:60  DATE(S):30 06 DAYS MAX <=32:3 DAYS MAX >=90:0  DAYS MIN <=32:12 DAYS MIN  <=0:0  AVG STP:30.100 LWST SLP:28.99 DATE/TIME:231241 HGST SLP:30.56 DATE/TIME:021031 HDD MTH TOT:808 DEP NORM:-2553 SEASON(JUL 1-JUN 30):1432 DEP NORM:-25536 CDD MTH TOT:0 DEP NORM:-2553 SEASON(JAN 1-DEC 31):1538 DEP NORM:-25536","R01  4.407ABP070R02  1.147ADP081R03     77AE1100R04     37AE2103R05     37AE3106"
"72503014732","2023-01-01T05:19:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-16","KLGA ","V030","280,5,N,0015,5","00518,5,M,N","016093,5,N,5","+0117,5","+0106,5","99999,9","01,0000,2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,,"04,5,+00122,5,99,9","07,5,+00518,5,99,9","08,5,+02438,5,99,9","2,99,1,+00122,5,9","3,99,1,+00518,5,9","4,99,1,+02438,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,,,,,,,,,"10061,5,10050,5",,,,,,,"61,5",,,,,,,,,,,"MET11501/01/23 00:19:02 SPECI KLGA 010519Z 28003KT 10SM -RA SCT004 BKN017 OVC080 12/11 A2971 RMK AO2 P0000 T01170106 (CL)",
"72503014732","2023-01-01T05:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","220,5,N,0031,5","00518,5,M,N","016093,5,N,5","+0117,5","+0100,5","10072,5","01,0003,9,5","06,0061,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,,"04,5,+00122,5,99,9","07,5,+00518,5,99,9","08,5,+02438,5,99,9","2,99,1,+00122,5,9","3,99,1,+00518,5,9","4,99,1,+02438,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9","060,M,+0128,1","060,N,+0078,1",,,,,,,,,,,"10071,5,10060,5","6,9,015,9,+999,9",,,,,,"61,5",,,,,,,,,,,"MET14601/01/23 00:51:02 METAR KLGA 010551Z 22006KT 10SM -RA SCT004 BKN017 OVC080 12/10 A2974 RMK AO2 SLP072 P0000 60024 T01170100 10128 20078 56015 (CL)","Q01  00608PRCP06"
"72503014732","2023-01-01T06:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","220,1,N,0031,1","99999,9,9,N","016000,1,9,9","+0117,1","+0100,1","10072,1","06,0060,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00150,1,99,9",,,,,,,"9,AGL   ,+99999,+99999","08,99,1,99,9,99,9,00150,1,99,9,99,9","240,M,+0128,1","240,N,+0061,1",,,,,,,,,,,"99999,9,10057,1","6,1,015,1,+999,9",,,,,,"61,1",,,,,,,,,,,"SYN09272503 11266 82206 10117 20100 30057 40072 56015 60061 761// 90551 333 10128 20061 555 90106=",
"72503014732","2023-01-01T06:24:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-16","KLGA ","V030","999,9,V,0015,5","02438,5,M,N","016093,5,N,5","+0122,5","+0100,5","99999,9","01,0005,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,,"02,5,+00122,5,99,9","04,5,+00457,5,99,9","07,5,+02438,5,99,9","1,99,1,+00122,5,9","2,99,1,+00457,5,9","3,99,1,+02438,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9",,,,,,,,,,,,,"10064,5,10054,5",,,,,,,"61,5",,,,,,,,,,,"MET11501/01/23 01:24:02 SPECI KLGA 010624Z VRB03KT 10SM -RA FEW004 SCT015 BKN080 12/10 A2972 RMK AO2 P0002 T01220100 (CL)",
"72503014732","2023-01-01T06:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","250,5,N,0051,5","02438,5,M,N","016093,5,N,5","+0122,5","+0100,5","10067,5","01,0003,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,,"04,5,+00457,5,99,9","07,5,+02438,5,99,9",,"2,99,1,+00457,5,9","3,99,1,+02438,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10068,5,10057,5",,,,,,,"61,5",,,,,,,,,,,"MET11501/01/23 01:51:02 METAR KLGA 010651Z 25010KT 10SM -RA SCT015 BKN080 12/10 A2973 RMK AO2 SLP067 P0002 T01220100 (CL)",
"72503014732","2023-01-01T07:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","260,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0122,5","+0094,5","10077,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,,"04,5,+00457,5,99,9",,,"2,99,1,+00457,5,9",,,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10078,5,10067,5",,,,,,,"61,5",,,,,,,,,,,"MET10801/01/23 02:51:02 METAR KLGA 010751Z 26010KT 10SM -RA SCT015 12/09 A2976 RMK AO2 SLP077 P0000 T01220094 (CL)","D01      0ADE726"
"72503014732","2023-01-01T08:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","270,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0122,5","+0089,5","10080,5","01,0000,2,5","03,0005,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,,"02,5,+00457,5,99,9","02,5,+07620,5,99,9",,"1,99,1,+00457,5,9","1,99,1,+07620,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10081,5,10071,5","3,9,008,9,+999,9",,,,,,"61,5",,,,,,,,,,,"MET12701/01/23 03:51:02 METAR KLGA 010851Z 27009KT 10SM -RA FEW015 FEW250 12/09 A2977 RMK AO2 SLP080 P0000 60002 T01220089 53008 (CL)","Q01  00058PRCP03D01      0ADE726"
"72503014732","2023-01-01T09:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","270,1,N,0046,1","22000,1,9,N","016000,1,9,9","+0122,1","+0089,1","10080,1","03,0005,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00450,1,99,9",,,,,,,"9,AGL   ,+99999,+99999","02,99,1,99,9,99,9,00450,1,99,9,99,9",,,,,,,,,,,,,"99999,9,10068,1","3,1,008,1,+999,9",,,,,,"61,1",,,,,,,,,,,"SYN07672503 11466 22709 10122 20089 30068 40080 53008 69957 761// 90851 555 90109=",
"72503014732","2023-01-01T09:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","250,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0117,5","+0078,5","10084,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,0,02,0,0,1,5",,,"61,5",,,,,,,,,"02,5,+00457,5,99,9","02,5,+07620,5,99,9",,"1,99,1,+00457,5,9","1,99,1,+07620,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10085,5,10074,5",,,,,,,"61,5",,,,,,,,,,,"MET11501/01/23 04:51:02 METAR KLGA 010951Z 25005KT 10SM -RA FEW015 FEW250 12/08 A2978 RMK AO2 SLP084 P0000 T01170078 (CL)","D01      0ADE726"
"72503014732","2023-01-01T10:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","250,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0117,5","+0072,5","10093,5","01,0000,2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","02,5,+07620,5,99,9",,"1,99,1,+00457,5,9","1,99,1,+07620,5,9",,,"9,AGL   ,+99999,+99999","02,99,5,99,9,99,9,00457,1,99,9,99,9",,,,,,,,,,,,,"10095,5,10084,5",,,,,,,,,,,,,,,,,,"MET11701/01/23 05:51:02 METAR KLGA 011051Z 25010KT 10SM FEW015 FEW250 12/07 A2981 RMK AO2 RAE36 SLP093 P0000 T01170072 (CL)","D01      0ADE726"
"72503014732","2023-01-01T11:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","260,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0111,5","+0072,5","10103,5","01,0000,9,5","06,0005,9,1","24,0084,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00457,5,99,9","04,5,+03048,5,99,9",,"1,99,1,+00457,5,9","2,99,1,+03048,5,9",,,"9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00457,1,99,9,99,9","060,M,+0128,1","060,N,+0106,1",,,,,,,,,,,"10102,5,10091,5","3,9,023,9,+999,9",,,,,,,,,,,,,,,,,"MET13501/01/23 06:51:02 METAR KLGA 011151Z 26008KT 10SM FEW015 SCT100 11/07 A2983 RMK AO2 SLP103 60002 70033 T01110072 10128 20106 53023 (AK)","Q01  00838PRCP24D01      0ADE726"
"72503014732","2023-01-01T12:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","260,1,N,0041,1","22000,1,9,N","016000,1,9,9","+0111,1","+0072,1","10103,1","06,0005,3,1","24,0084,3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00450,1,99,9",,,,,,,"9,AGL   ,+99999,+99999","04,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0128,1","240,N,+0078,1",,,,,,,,,,,"99999,9,10088,1","3,1,023,1,+999,9",,,,,,,,,,,,,,,,,"SYN09272503 12466 42608 10111 20072 30088 40103 53023 69951 91151 333 10128 20078 70084 555 90112=",
"72503014732","2023-01-01T12:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","300,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0100,5","+0050,5","10109,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00610,5,99,9","04,5,+02743,5,99,9","04,5,+05791,5,99,9","1,99,1,+00610,5,9","2,99,1,+02743,5,9","2,99,1,+05791,5,9","2,99,1,+07620,1,9","9,AGL   ,+99999,+99999","04,99,5,99,9,99,9,00610,1,99,9,99,9",,,,,,,,,,,,,"10108,5,10098,5",,,,,,,,,,,,,,,,,,"MET11201/01/23 07:51:02 METAR KLGA 011251Z 30008KT 10SM FEW020 SCT090 SCT190 10/05 A2985 RMK AO2 SLP109 T01000050 (AK)","D01      0ADE726"
"72503014732","2023-01-01T13:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","300,5,N,0067,5","22000,5,9,N","016093,5,N,5","+0106,5","+0044,5","10115,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00762,5,99,9","04,5,+02438,5,99,9","04,5,+05791,5,99,9","1,99,1,+00762,5,9","2,99,1,+02438,5,9","2,99,1,+05791,5,9","3,99,1,+07620,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00762,1,99,9,99,9",,,,,,,,,,,,,"10115,5,10104,5",,,,,,,,,,"0098,5",,,,,,,,"MET11501/01/23 08:51:02 METAR KLGA 011351Z 30013G19KT 10SM FEW025 SCT080 SCT190 11/04 A2987 RMK AO2 SLP115 T01060044 (AK)",
"72503014732","2023-01-01T14:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","310,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0106,5","+0044,5","10132,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00853,5,99,9","02,5,+02286,5,99,9","04,5,+05182,5,99,9","1,99,1,+00853,5,9","1,99,1,+02286,5,9","2,99,1,+05182,5,9","3,99,1,+06401,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9",,,,,,,,,,,,,"10132,5,10121,5","3,9,029,9,+999,9",,,,,,,,,,,,,,,,,"MET11801/01/23 09:51:02 METAR KLGA 011451Z 31011KT 10SM FEW028 FEW075 SCT170 11/04 A2992 RMK AO2 SLP132 T01060044 53029 (AK)",
"72503014732","2023-01-01T15:00:00","4","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-12","99999","V020","310,1,N,0057,1","99999,9,9,N","016000,1,9,9","+0106,1","+0044,1","10132,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99,9,+00800,1,99,9",,,,,,,"9,AGL   ,+99999,+99999","06,99,1,99,9,99,9,00800,1,99,9,99,9",,,,,,,,,,,,,"99999,9,10118,1","3,1,029,1,+999,9",,,,,,,,,,,,,,,,,"SYN06472503 32566 63111 10106 20044 30118 40132 53029 91451 555 90115=",
"72503014732","2023-01-01T15:51:00","7","40.77945","-73.88027","3.0","LAGUARDIA AIRPORT, NY US","FM-15","KLGA ","V030","320,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0106,5","+0039,5","10137,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+00823,5,99,9","04,5,+02438,5,99,9","04,5,+06096,5,99,9","1,99,1,+00823,5,9","2,99,1,+02438,5,9","2,99,1,+06096,5,9","3,99,1,+07620,1,9","9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00823,1,99,9,99,9",,,,,,,,,,,,,"10139,5,10128,5",,,,,,,,,,,,,,,,,,"MET11201/01/23 10:51:02 METAR KLGA 011551Z 32012KT 10SM FEW027 SCT080 SCT200 11/04 A2994 RMK AO2 SLP137 T01060039 (AK)",
